harvester,target_voltage_mv,level_dbm,efficiency
SMS7621005LF,1250.0,-12.5,1.01
SMS7621005LF,1250.0,-12.0,1.04
SMS7621005LF,1250.0,-11.5,1.06
SMS7621005LF,1250.0,-11.0,1.08
SMS7621005LF,1250.0,-10.5,1.11
SMS7621005LF,1250.0,-10.0,1.13
SMS7621005LF,1250.0,-9.5,1.16
SMS7621005LF,1250.0,-9.0,1.18
SMS7621005LF,1250.0,-8.5,1.21
SMS7621005LF,1250.0,-8.0,2.95
SMS7621005LF,1250.0,-7.5,8.27
SMS7621005LF,1250.0,-7.0,14.93
SMS7621005LF,1250.0,-6.5,22.48
SMS7621005LF,1250.0,-6.0,29.7
SMS7621005LF,1250.0,-5.5,35.77
SMS7621005LF,1250.0,-5.0,41.54
SMS7621005LF,1250.0,-4.5,46.18
SMS7621005LF,1250.0,-4.0,48.61
SMS7621005LF,1250.0,-3.5,51.84
SMS7621005LF,1250.0,-3.0,54.18
SMS7621005LF,1250.0,-2.5,55.99
SMS7621005LF,1250.0,-2.0,57.31
SMS7621005LF,1250.0,-1.5,58.11
SMS7621005LF,1250.0,-1.0,58.79
SMS7621005LF,1250.0,-0.5,58.48
SMS7621005LF,1250.0,0.0,58.51
SMS7621005LF,1250.0,0.5,58.05
SMS7621005LF,1250.0,1.0,57.54
SMS7621005LF,1250.0,1.5,56.76
SMS7621005LF,1250.0,2.0,55.84
SMS7621005LF,1250.0,2.5,54.71
SMS7621005LF,1250.0,3.0,53.67
SMS7621005LF,1250.0,3.5,52.22
SMS7621005LF,1250.0,4.0,51.12
SMS7621005LF,1250.0,4.5,46.97
SMS7621005LF,1250.0,5.0,45.18
SMS7621005LF,1250.0,5.5,43.86
SMS7621005LF,1250.0,6.0,41.52
SMS7621005LF,1250.0,6.5,39.61
SMS7621005LF,1250.0,7.0,38.85
SMS7621005LF,1250.0,7.5,37.01
SMS7621005LF,1250.0,8.0,34.8
SMS7621005LF,1250.0,8.5,33.21
SMS7621005LF,1250.0,9.0,32.14
SMS7621005LF,1250.0,9.5,31.65
SMS7621005LF,1250.0,10.0,30.32
SMS7621005LF,1500.0,-25.0,0.39
SMS7621005LF,1500.0,-24.5,0.4
SMS7621005LF,1500.0,-24.0,0.42
SMS7621005LF,1500.0,-23.5,0.45
SMS7621005LF,1500.0,-23.0,0.45
SMS7621005LF,1500.0,-22.5,0.47
SMS7621005LF,1500.0,-22.0,0.49
SMS7621005LF,1500.0,-21.5,0.52
SMS7621005LF,1500.0,-21.0,0.55
SMS7621005LF,1500.0,-20.5,0.57
SMS7621005LF,1500.0,-20.0,0.6
SMS7621005LF,1500.0,-19.5,0.62
SMS7621005LF,1500.0,-19.0,0.64
SMS7621005LF,1500.0,-18.5,0.67
SMS7621005LF,1500.0,-18.0,0.7
SMS7621005LF,1500.0,-17.5,0.74
SMS7621005LF,1500.0,-17.0,0.77
SMS7621005LF,1500.0,-16.5,0.79
SMS7621005LF,1500.0,-16.0,0.82
SMS7621005LF,1500.0,-15.5,0.84
SMS7621005LF,1500.0,-15.0,0.87
SMS7621005LF,1500.0,-14.5,0.9
SMS7621005LF,1500.0,-14.0,0.93
SMS7621005LF,1500.0,-13.5,0.95
SMS7621005LF,1500.0,-13.0,0.98
SMS7621005LF,1500.0,-12.5,1.01
SMS7621005LF,1500.0,-12.0,1.04
SMS7621005LF,1500.0,-11.5,1.06
SMS7621005LF,1500.0,-11.0,1.09
SMS7621005LF,1500.0,-10.5,1.11
SMS7621005LF,1500.0,-10.0,1.13
SMS7621005LF,1500.0,-9.5,1.15
SMS7621005LF,1500.0,-9.0,1.18
SMS7621005LF,1500.0,-8.5,1.21
SMS7621005LF,1500.0,-8.0,1.21
SMS7621005LF,1500.0,-7.5,1.23
SMS7621005LF,1500.0,-7.0,1.25
SMS7621005LF,1500.0,-6.5,5.21
SMS7621005LF,1500.0,-6.0,12.08
SMS7621005LF,1500.0,-5.5,20.19
SMS7621005LF,1500.0,-5.0,28.24
SMS7621005LF,1500.0,-4.5,35.5
SMS7621005LF,1500.0,-4.0,39.47
SMS7621005LF,1500.0,-3.5,45.4
SMS7621005LF,1500.0,-3.0,49.83
SMS7621005LF,1500.0,-2.5,53.23
SMS7621005LF,1500.0,-2.0,56.01
SMS7621005LF,1500.0,-1.5,58.15
SMS7621005LF,1500.0,-1.0,59.79
SMS7621005LF,1500.0,-0.5,60.79
SMS7621005LF,1500.0,0.0,61.31
SMS7621005LF,1500.0,0.5,61.2
SMS7621005LF,1500.0,1.0,61.24
SMS7621005LF,1500.0,1.5,61.22
SMS7621005LF,1500.0,2.0,60.41
SMS7621005LF,1500.0,2.5,59.79
SMS7621005LF,1500.0,3.0,58.81
SMS7621005LF,1500.0,3.5,57.66
SMS7621005LF,1500.0,4.0,56.63
SMS7621005LF,1500.0,4.5,52.76
SMS7621005LF,1500.0,5.0,51.48
SMS7621005LF,1500.0,5.5,49.66
SMS7621005LF,1500.0,6.0,47.61
SMS7621005LF,1500.0,6.5,46.43
SMS7621005LF,1500.0,7.0,44.13
SMS7621005LF,1500.0,7.5,42.65
SMS7621005LF,1500.0,8.0,40.52
SMS7621005LF,1500.0,8.5,38.65
SMS7621005LF,1500.0,9.0,37.88
SMS7621005LF,1500.0,9.5,36.23
SMS7621005LF,1500.0,10.0,34.55
SMS7621005LF,1750.0,-25.0,0.39
SMS7621005LF,1750.0,-24.5,0.4
SMS7621005LF,1750.0,-24.0,0.42
SMS7621005LF,1750.0,-23.5,0.43
SMS7621005LF,1750.0,-23.0,0.45
SMS7621005LF,1750.0,-22.5,0.47
SMS7621005LF,1750.0,-22.0,0.49
SMS7621005LF,1750.0,-21.5,0.51
SMS7621005LF,1750.0,-21.0,0.54
SMS7621005LF,1750.0,-20.5,0.57
SMS7621005LF,1750.0,-20.0,0.59
SMS7621005LF,1750.0,-19.5,0.61
SMS7621005LF,1750.0,-19.0,0.65
SMS7621005LF,1750.0,-18.5,0.67
SMS7621005LF,1750.0,-18.0,0.7
SMS7621005LF,1750.0,-17.5,0.73
SMS7621005LF,1750.0,-17.0,0.75
SMS7621005LF,1750.0,-16.5,0.79
SMS7621005LF,1750.0,-16.0,0.81
SMS7621005LF,1750.0,-15.5,0.84
SMS7621005LF,1750.0,-15.0,0.87
SMS7621005LF,1750.0,-14.5,0.89
SMS7621005LF,1750.0,-14.0,0.92
SMS7621005LF,1750.0,-13.5,0.95
SMS7621005LF,1750.0,-13.0,0.98
SMS7621005LF,1750.0,-12.5,1.01
SMS7621005LF,1750.0,-12.0,1.04
SMS7621005LF,1750.0,-11.5,1.05
SMS7621005LF,1750.0,-11.0,1.08
SMS7621005LF,1750.0,-10.5,1.1
SMS7621005LF,1750.0,-10.0,1.13
SMS7621005LF,1750.0,-9.5,1.15
SMS7621005LF,1750.0,-9.0,1.18
SMS7621005LF,1750.0,-8.5,1.2
SMS7621005LF,1750.0,-8.0,1.21
SMS7621005LF,1750.0,-7.5,1.23
SMS7621005LF,1750.0,-7.0,1.25
SMS7621005LF,1750.0,-6.5,1.27
SMS7621005LF,1750.0,-6.0,1.29
SMS7621005LF,1750.0,-5.5,3.95
SMS7621005LF,1750.0,-5.0,11.62
SMS7621005LF,1750.0,-4.5,19.87
SMS7621005LF,1750.0,-4.0,25.85
SMS7621005LF,1750.0,-3.5,33.69
SMS7621005LF,1750.0,-3.0,40.34
SMS7621005LF,1750.0,-2.5,46.27
SMS7621005LF,1750.0,-2.0,51.39
SMS7621005LF,1750.0,-1.5,54.89
SMS7621005LF,1750.0,-1.0,57.95
SMS7621005LF,1750.0,-0.5,60.24
SMS7621005LF,1750.0,0.0,61.94
SMS7621005LF,1750.0,0.5,62.18
SMS7621005LF,1750.0,1.0,63.03
SMS7621005LF,1750.0,1.5,63.52
SMS7621005LF,1750.0,2.0,63.56
SMS7621005LF,1750.0,2.5,63.35
SMS7621005LF,1750.0,3.0,62.81
SMS7621005LF,1750.0,3.5,62.1
SMS7621005LF,1750.0,4.0,61.23
SMS7621005LF,1750.0,4.5,58.03
SMS7621005LF,1750.0,5.0,56.57
SMS7621005LF,1750.0,5.5,55.0
SMS7621005LF,1750.0,6.0,53.13
SMS7621005LF,1750.0,6.5,51.56
SMS7621005LF,1750.0,7.0,49.47
SMS7621005LF,1750.0,7.5,48.26
SMS7621005LF,1750.0,8.0,45.94
SMS7621005LF,1750.0,8.5,44.34
SMS7621005LF,1750.0,9.0,42.68
SMS7621005LF,1750.0,9.5,40.06
SMS7621005LF,1750.0,10.0,39.17
SMS7621005LF,2000.0,-25.0,0.39
SMS7621005LF,2000.0,-24.5,0.4
SMS7621005LF,2000.0,-24.0,0.42
SMS7621005LF,2000.0,-23.5,0.44
SMS7621005LF,2000.0,-23.0,0.45
SMS7621005LF,2000.0,-22.5,0.49
SMS7621005LF,2000.0,-22.0,0.49
SMS7621005LF,2000.0,-21.5,0.51
SMS7621005LF,2000.0,-21.0,0.56
SMS7621005LF,2000.0,-20.5,0.57
SMS7621005LF,2000.0,-20.0,0.6
SMS7621005LF,2000.0,-19.5,0.62
SMS7621005LF,2000.0,-19.0,0.64
SMS7621005LF,2000.0,-18.5,0.67
SMS7621005LF,2000.0,-18.0,0.7
SMS7621005LF,2000.0,-17.5,0.73
SMS7621005LF,2000.0,-17.0,0.77
SMS7621005LF,2000.0,-16.5,0.79
SMS7621005LF,2000.0,-16.0,0.81
SMS7621005LF,2000.0,-15.5,0.84
SMS7621005LF,2000.0,-15.0,0.87
SMS7621005LF,2000.0,-14.5,0.89
SMS7621005LF,2000.0,-14.0,0.92
SMS7621005LF,2000.0,-13.5,0.95
SMS7621005LF,2000.0,-13.0,0.98
SMS7621005LF,2000.0,-12.5,1.01
SMS7621005LF,2000.0,-12.0,1.04
SMS7621005LF,2000.0,-11.5,1.05
SMS7621005LF,2000.0,-11.0,1.08
SMS7621005LF,2000.0,-10.5,1.1
SMS7621005LF,2000.0,-10.0,1.13
SMS7621005LF,2000.0,-9.5,1.15
SMS7621005LF,2000.0,-9.0,1.18
SMS7621005LF,2000.0,-8.5,1.2
SMS7621005LF,2000.0,-8.0,1.2
SMS7621005LF,2000.0,-7.5,1.23
SMS7621005LF,2000.0,-7.0,1.25
SMS7621005LF,2000.0,-6.5,1.27
SMS7621005LF,2000.0,-6.0,1.29
SMS7621005LF,2000.0,-5.5,1.3
SMS7621005LF,2000.0,-5.0,1.32
SMS7621005LF,2000.0,-4.5,4.36
SMS7621005LF,2000.0,-4.0,9.93
SMS7621005LF,2000.0,-3.5,18.56
SMS7621005LF,2000.0,-3.0,27.55
SMS7621005LF,2000.0,-2.5,35.44
SMS7621005LF,2000.0,-2.0,42.48
SMS7621005LF,2000.0,-1.5,48.72
SMS7621005LF,2000.0,-1.0,53.33
SMS7621005LF,2000.0,-0.5,57.24
SMS7621005LF,2000.0,0.0,60.25
SMS7621005LF,2000.0,0.5,60.61
SMS7621005LF,2000.0,1.0,62.66
SMS7621005LF,2000.0,1.5,64.06
SMS7621005LF,2000.0,2.0,64.88
SMS7621005LF,2000.0,2.5,65.36
SMS7621005LF,2000.0,3.0,65.36
SMS7621005LF,2000.0,3.5,65.04
SMS7621005LF,2000.0,4.0,64.44
SMS7621005LF,2000.0,4.5,62.32
SMS7621005LF,2000.0,5.0,60.97
SMS7621005LF,2000.0,5.5,59.33
SMS7621005LF,2000.0,6.0,57.75
SMS7621005LF,2000.0,6.5,56.25
SMS7621005LF,2000.0,7.0,54.1
SMS7621005LF,2000.0,7.5,52.5
SMS7621005LF,2000.0,8.0,50.36
SMS7621005LF,2000.0,8.5,49.05
SMS7621005LF,2000.0,9.0,46.78
SMS7621005LF,2000.0,9.5,45.97
SMS7621005LF,2000.0,10.0,42.95
SMS7621005LF,250.0,-25.0,0.38
SMS7621005LF,250.0,-24.5,0.4
SMS7621005LF,250.0,-24.0,0.43
SMS7621005LF,250.0,-23.5,0.43
SMS7621005LF,250.0,-23.0,0.46
SMS7621005LF,250.0,-22.5,0.49
SMS7621005LF,250.0,-22.0,0.49
SMS7621005LF,250.0,-21.5,0.51
SMS7621005LF,250.0,-21.0,0.54
SMS7621005LF,250.0,-20.5,0.57
SMS7621005LF,250.0,-20.0,0.59
SMS7621005LF,250.0,-19.5,0.61
SMS7621005LF,250.0,-19.0,0.64
SMS7621005LF,250.0,-18.5,0.72
SMS7621005LF,250.0,-18.0,1.17
SMS7621005LF,250.0,-17.5,1.77
SMS7621005LF,250.0,-17.0,2.76
SMS7621005LF,250.0,-16.5,4.28
SMS7621005LF,250.0,-16.0,5.81
SMS7621005LF,250.0,-15.5,7.97
SMS7621005LF,250.0,-15.0,10.59
SMS7621005LF,250.0,-14.5,13.46
SMS7621005LF,250.0,-14.0,16.32
SMS7621005LF,250.0,-13.5,18.88
SMS7621005LF,250.0,-13.0,21.48
SMS7621005LF,250.0,-12.5,23.52
SMS7621005LF,250.0,-12.0,25.59
SMS7621005LF,250.0,-11.5,26.86
SMS7621005LF,250.0,-11.0,28.21
SMS7621005LF,250.0,-10.5,29.15
SMS7621005LF,250.0,-10.0,29.86
SMS7621005LF,250.0,-9.5,30.39
SMS7621005LF,250.0,-9.0,30.55
SMS7621005LF,250.0,-8.5,30.69
SMS7621005LF,250.0,-8.0,30.53
SMS7621005LF,250.0,-7.5,30.14
SMS7621005LF,250.0,-7.0,29.77
SMS7621005LF,250.0,-6.5,29.32
SMS7621005LF,250.0,-6.0,29.31
SMS7621005LF,250.0,-5.5,28.05
SMS7621005LF,250.0,-5.0,27.95
SMS7621005LF,250.0,-4.5,27.09
SMS7621005LF,250.0,-4.0,26.69
SMS7621005LF,250.0,-3.5,25.45
SMS7621005LF,250.0,-3.0,23.78
SMS7621005LF,250.0,-2.5,24.11
SMS7621005LF,250.0,-2.0,23.66
SMS7621005LF,250.0,-1.5,22.83
SMS7621005LF,250.0,-1.0,20.79
SMS7621005LF,250.0,-0.5,20.26
SMS7621005LF,250.0,0.0,20.47
SMS7621005LF,250.0,0.5,18.88
SMS7621005LF,250.0,1.0,19.23
SMS7621005LF,250.0,1.5,17.9
SMS7621005LF,250.0,2.0,16.37
SMS7621005LF,250.0,2.5,16.71
SMS7621005LF,250.0,3.0,15.13
SMS7621005LF,250.0,3.5,15.44
SMS7621005LF,250.0,4.0,13.58
SMS7621005LF,250.0,4.5,11.74
SMS7621005LF,250.0,5.0,11.95
SMS7621005LF,250.0,5.5,9.97
SMS7621005LF,250.0,6.0,10.24
SMS7621005LF,250.0,6.5,10.41
SMS7621005LF,250.0,7.0,8.43
SMS7621005LF,250.0,7.5,8.49
SMS7621005LF,250.0,8.0,8.62
SMS7621005LF,250.0,8.5,8.74
SMS7621005LF,250.0,9.0,54.07
SMS7621005LF,250.0,9.5,48.19
SMS7621005LF,250.0,10.0,42.95
SMS7621005LF,500.0,-25.0,0.38
SMS7621005LF,500.0,-24.5,0.4
SMS7621005LF,500.0,-24.0,0.41
SMS7621005LF,500.0,-23.5,0.43
SMS7621005LF,500.0,-23.0,0.47
SMS7621005LF,500.0,-22.5,0.47
SMS7621005LF,500.0,-22.0,0.49
SMS7621005LF,500.0,-21.5,0.51
SMS7621005LF,500.0,-21.0,0.55
SMS7621005LF,500.0,-20.5,0.57
SMS7621005LF,500.0,-20.0,0.59
SMS7621005LF,500.0,-19.5,0.62
SMS7621005LF,500.0,-19.0,0.65
SMS7621005LF,500.0,-18.5,0.67
SMS7621005LF,500.0,-18.0,0.7
SMS7621005LF,500.0,-17.5,0.73
SMS7621005LF,500.0,-17.0,0.75
SMS7621005LF,500.0,-16.5,0.79
SMS7621005LF,500.0,-16.0,0.82
SMS7621005LF,500.0,-15.5,0.84
SMS7621005LF,500.0,-15.0,0.87
SMS7621005LF,500.0,-14.5,0.97
SMS7621005LF,500.0,-14.0,2.04
SMS7621005LF,500.0,-13.5,3.97
SMS7621005LF,500.0,-13.0,6.8
SMS7621005LF,500.0,-12.5,10.55
SMS7621005LF,500.0,-12.0,14.94
SMS7621005LF,500.0,-11.5,19.23
SMS7621005LF,500.0,-11.0,23.55
SMS7621005LF,500.0,-10.5,27.64
SMS7621005LF,500.0,-10.0,31.04
SMS7621005LF,500.0,-9.5,33.97
SMS7621005LF,500.0,-9.0,36.49
SMS7621005LF,500.0,-8.5,38.92
SMS7621005LF,500.0,-8.0,39.72
SMS7621005LF,500.0,-7.5,40.91
SMS7621005LF,500.0,-7.0,41.76
SMS7621005LF,500.0,-6.5,42.25
SMS7621005LF,500.0,-6.0,42.44
SMS7621005LF,500.0,-5.5,42.04
SMS7621005LF,500.0,-5.0,42.2
SMS7621005LF,500.0,-4.5,41.58
SMS7621005LF,500.0,-4.0,40.99
SMS7621005LF,500.0,-3.5,40.7
SMS7621005LF,500.0,-3.0,39.99
SMS7621005LF,500.0,-2.5,38.95
SMS7621005LF,500.0,-2.0,37.91
SMS7621005LF,500.0,-1.5,36.87
SMS7621005LF,500.0,-1.0,36.39
SMS7621005LF,500.0,-0.5,34.76
SMS7621005LF,500.0,0.0,33.56
SMS7621005LF,500.0,0.5,33.4
SMS7621005LF,500.0,1.0,32.16
SMS7621005LF,500.0,1.5,30.92
SMS7621005LF,500.0,2.0,30.31
SMS7621005LF,500.0,2.5,28.05
SMS7621005LF,500.0,3.0,27.04
SMS7621005LF,500.0,3.5,26.11
SMS7621005LF,500.0,4.0,24.88
SMS7621005LF,500.0,4.5,22.0
SMS7621005LF,500.0,5.0,20.68
SMS7621005LF,500.0,5.5,20.91
SMS7621005LF,500.0,6.0,19.54
SMS7621005LF,500.0,6.5,17.97
SMS7621005LF,500.0,7.0,18.24
SMS7621005LF,500.0,7.5,16.67
SMS7621005LF,500.0,8.0,16.82
SMS7621005LF,500.0,8.5,14.88
SMS7621005LF,500.0,9.0,15.15
SMS7621005LF,500.0,9.5,13.48
SMS7621005LF,500.0,10.0,13.59
SMS7621005LF,750.0,-25.0,0.38
SMS7621005LF,750.0,-24.5,0.4
SMS7621005LF,750.0,-24.0,0.42
SMS7621005LF,750.0,-23.5,0.43
SMS7621005LF,750.0,-23.0,0.45
SMS7621005LF,750.0,-22.5,0.47
SMS7621005LF,750.0,-22.0,0.49
SMS7621005LF,750.0,-21.5,0.52
SMS7621005LF,750.0,-21.0,0.54
SMS7621005LF,750.0,-20.5,0.57
SMS7621005LF,750.0,-20.0,0.6
SMS7621005LF,750.0,-19.5,0.62
SMS7621005LF,750.0,-19.0,0.64
SMS7621005LF,750.0,-18.5,0.67
SMS7621005LF,750.0,-18.0,0.7
SMS7621005LF,750.0,-17.5,0.73
SMS7621005LF,750.0,-17.0,0.76
SMS7621005LF,750.0,-16.5,0.79
SMS7621005LF,750.0,-16.0,0.82
SMS7621005LF,750.0,-15.5,0.84
SMS7621005LF,750.0,-15.0,0.87
SMS7621005LF,750.0,-14.5,0.89
SMS7621005LF,750.0,-14.0,0.92
SMS7621005LF,750.0,-13.5,0.95
SMS7621005LF,750.0,-13.0,0.98
SMS7621005LF,750.0,-12.5,1.01
SMS7621005LF,750.0,-12.0,1.04
SMS7621005LF,750.0,-11.5,2.43
SMS7621005LF,750.0,-11.0,5.57
SMS7621005LF,750.0,-10.5,9.84
SMS7621005LF,750.0,-10.0,15.37
SMS7621005LF,750.0,-9.5,21.15
SMS7621005LF,750.0,-9.0,26.66
SMS7621005LF,750.0,-8.5,31.92
SMS7621005LF,750.0,-8.0,35.45
SMS7621005LF,750.0,-7.5,39.13
SMS7621005LF,750.0,-7.0,42.2
SMS7621005LF,750.0,-6.5,44.59
SMS7621005LF,750.0,-6.0,46.48
SMS7621005LF,750.0,-5.5,47.91
SMS7621005LF,750.0,-5.0,48.95
SMS7621005LF,750.0,-4.5,49.6
SMS7621005LF,750.0,-4.0,49.67
SMS7621005LF,750.0,-3.5,49.63
SMS7621005LF,750.0,-3.0,49.43
SMS7621005LF,750.0,-2.5,48.97
SMS7621005LF,750.0,-2.0,48.33
SMS7621005LF,750.0,-1.5,47.52
SMS7621005LF,750.0,-1.0,46.52
SMS7621005LF,750.0,-0.5,45.68
SMS7621005LF,750.0,0.0,44.48
SMS7621005LF,750.0,0.5,44.32
SMS7621005LF,750.0,1.0,43.08
SMS7621005LF,750.0,1.5,41.61
SMS7621005LF,750.0,2.0,40.52
SMS7621005LF,750.0,2.5,39.5
SMS7621005LF,750.0,3.0,37.81
SMS7621005LF,750.0,3.5,36.1
SMS7621005LF,750.0,4.0,35.68
SMS7621005LF,750.0,4.5,30.32
SMS7621005LF,750.0,5.0,30.68
SMS7621005LF,750.0,5.5,28.49
SMS7621005LF,750.0,6.0,27.34
SMS7621005LF,750.0,6.5,26.22
SMS7621005LF,750.0,7.0,24.89
SMS7621005LF,750.0,7.5,23.58
SMS7621005LF,750.0,8.0,22.14
SMS7621005LF,750.0,8.5,22.37
SMS7621005LF,750.0,9.0,20.8
SMS7621005LF,750.0,9.5,19.52
SMS7621005LF,750.0,10.0,19.66
